timestamp,close
2025-08-29T10:15:00Z,3.814
2025-08-29T10:20:00Z,3.814
2025-08-29T10:25:00Z,3.819
2025-08-29T10:30:00Z,3.816
2025-08-29T10:35:00Z,3.815
2025-08-29T10:40:00Z,3.808
2025-08-29T10:45:00Z,3.799
2025-08-29T10:50:00Z,3.801
2025-08-29T10:55:00Z,3.807
2025-08-29T11:00:00Z,3.802
2025-08-29T11:05:00Z,3.812
2025-08-29T11:10:00Z,3.831
2025-08-29T11:15:00Z,3.824
2025-08-29T11:20:00Z,3.823
2025-08-29T11:25:00Z,3.825
2025-08-29T11:30:00Z,3.825
2025-08-29T11:35:00Z,3.821
2025-08-29T11:40:00Z,3.822
2025-08-29T11:45:00Z,3.823
2025-08-29T11:50:00Z,3.822
2025-08-29T11:55:00Z,3.83
2025-08-29T12:00:00Z,3.832
2025-08-29T12:05:00Z,3.834
2025-08-29T12:10:00Z,3.839
2025-08-29T12:15:00Z,3.831
2025-08-29T12:20:00Z,3.833
2025-08-29T12:25:00Z,3.831
2025-08-29T12:30:00Z,3.868
2025-08-29T12:35:00Z,3.866
2025-08-29T12:40:00Z,3.855
2025-08-29T12:45:00Z,3.863
2025-08-29T12:50:00Z,3.857
2025-08-29T12:55:00Z,3.858
2025-08-29T13:00:00Z,3.85
2025-08-29T13:05:00Z,3.85
2025-08-29T13:10:00Z,3.85
2025-08-29T13:15:00Z,3.836
2025-08-29T13:20:00Z,3.837
2025-08-29T13:25:00Z,3.846
2025-08-29T13:30:00Z,3.835
2025-08-29T13:35:00Z,3.817
2025-08-29T13:40:00Z,3.817
2025-08-29T13:45:00Z,3.807
2025-08-29T13:50:00Z,3.811
2025-08-29T13:55:00Z,3.809
2025-08-29T14:00:00Z,3.792
2025-08-29T14:05:00Z,3.784
2025-08-29T14:10:00Z,3.798
2025-08-29T14:15:00Z,3.815
2025-08-29T14:20:00Z,3.81
2025-08-29T14:25:00Z,3.803
2025-08-29T14:30:00Z,3.808
2025-08-29T14:35:00Z,3.792
2025-08-29T14:40:00Z,3.773
2025-08-29T14:45:00Z,3.778
2025-08-29T14:50:00Z,3.768
2025-08-29T14:55:00Z,3.765
2025-08-29T15:00:00Z,3.771
2025-08-29T15:05:00Z,3.783
2025-08-29T15:10:00Z,3.784
2025-08-29T15:15:00Z,3.794
2025-08-29T15:20:00Z,3.795
2025-08-29T15:25:00Z,3.789
2025-08-29T15:30:00Z,3.788
2025-08-29T15:35:00Z,3.781
2025-08-29T15:40:00Z,3.789
2025-08-29T15:45:00Z,3.786
2025-08-29T15:50:00Z,3.786
2025-08-29T15:55:00Z,3.771
2025-08-29T16:00:00Z,3.753
2025-08-29T16:05:00Z,3.756
2025-08-29T16:10:00Z,3.78
2025-08-29T16:15:00Z,3.77
2025-08-29T16:20:00Z,3.781
2025-08-29T16:25:00Z,3.777
2025-08-29T16:30:00Z,3.787
2025-08-29T16:35:00Z,3.787
2025-08-29T16:40:00Z,3.782
2025-08-29T16:45:00Z,3.763
2025-08-29T16:50:00Z,3.773
2025-08-29T16:55:00Z,3.774
2025-08-29T17:00:00Z,3.761
2025-08-29T17:05:00Z,3.76
2025-08-29T17:10:00Z,3.747
2025-08-29T17:15:00Z,3.752
2025-08-29T17:20:00Z,3.759
2025-08-29T17:25:00Z,3.754
2025-08-29T17:30:00Z,3.759
2025-08-29T17:35:00Z,3.759
2025-08-29T17:40:00Z,3.764
2025-08-29T17:45:00Z,3.759
2025-08-29T17:50:00Z,3.758
2025-08-29T17:55:00Z,3.753
2025-08-29T18:00:00Z,3.75
2025-08-29T18:05:00Z,3.756
2025-08-29T18:10:00Z,3.751
2025-08-29T18:15:00Z,3.75
2025-08-29T18:20:00Z,3.745
2025-08-29T18:25:00Z,3.735
2025-08-29T18:30:00Z,3.733
2025-08-29T18:35:00Z,3.734
2025-08-29T18:40:00Z,3.737
2025-08-29T18:45:00Z,3.737
2025-08-29T18:50:00Z,3.738
2025-08-29T18:55:00Z,3.733
2025-08-29T19:00:00Z,3.73
2025-08-29T19:05:00Z,3.749
2025-08-29T19:10:00Z,3.749
2025-08-29T19:15:00Z,3.759
2025-08-29T19:20:00Z,3.768
2025-08-29T19:25:00Z,3.768
2025-08-29T19:30:00Z,3.758
2025-08-29T19:35:00Z,3.766
2025-08-29T19:40:00Z,3.767
2025-08-29T19:45:00Z,3.773
2025-08-29T19:50:00Z,3.761
2025-08-29T19:55:00Z,3.764
2025-08-29T20:00:00Z,3.756
2025-08-29T20:05:00Z,3.743
2025-08-29T20:10:00Z,3.747
2025-08-29T20:15:00Z,3.753
2025-08-29T20:20:00Z,3.76
2025-08-29T20:25:00Z,3.756
2025-08-29T20:30:00Z,3.76
2025-08-29T20:35:00Z,3.751
2025-08-29T20:40:00Z,3.76
2025-08-29T20:45:00Z,3.743
2025-08-29T20:50:00Z,3.741
2025-08-29T20:55:00Z,3.741
2025-08-29T21:00:00Z,3.739
2025-08-29T21:05:00Z,3.74
2025-08-29T21:10:00Z,3.75
2025-08-29T21:15:00Z,3.748
2025-08-29T21:20:00Z,3.749
2025-08-29T21:25:00Z,3.757
2025-08-29T21:30:00Z,3.767
2025-08-29T21:35:00Z,3.776
2025-08-29T21:40:00Z,3.785
2025-08-29T21:45:00Z,3.778
2025-08-29T21:50:00Z,3.78
2025-08-29T21:55:00Z,3.781
2025-08-29T22:00:00Z,3.77
2025-08-29T22:05:00Z,3.765
2025-08-29T22:10:00Z,3.754
2025-08-29T22:15:00Z,3.764
2025-08-29T22:20:00Z,3.769
2025-08-29T22:25:00Z,3.769
2025-08-29T22:30:00Z,3.774
2025-08-29T22:35:00Z,3.765
2025-08-29T22:40:00Z,3.766
2025-08-29T22:45:00Z,3.766
2025-08-29T22:50:00Z,3.769
2025-08-29T22:55:00Z,3.774
2025-08-29T23:00:00Z,3.774
2025-08-29T23:05:00Z,3.776
2025-08-29T23:10:00Z,3.778
2025-08-29T23:15:00Z,3.786
2025-08-29T23:20:00Z,3.779
2025-08-29T23:25:00Z,3.778
2025-08-29T23:30:00Z,3.781
2025-08-29T23:35:00Z,3.781
2025-08-29T23:40:00Z,3.783
2025-08-29T23:45:00Z,3.78
2025-08-29T23:50:00Z,3.775
2025-08-29T23:55:00Z,3.774
2025-08-30T00:00:00Z,3.774
2025-08-30T00:05:00Z,3.783
2025-08-30T00:10:00Z,3.778
2025-08-30T00:15:00Z,3.786
2025-08-30T00:20:00Z,3.788
2025-08-30T00:25:00Z,3.776
2025-08-30T00:30:00Z,3.768
2025-08-30T00:35:00Z,3.762
2025-08-30T00:40:00Z,3.758
2025-08-30T00:45:00Z,3.766
2025-08-30T00:50:00Z,3.76
2025-08-30T00:55:00Z,3.763
2025-08-30T01:00:00Z,3.765
2025-08-30T01:05:00Z,3.769
2025-08-30T01:10:00Z,3.767
2025-08-30T01:15:00Z,3.761
2025-08-30T01:20:00Z,3.759
2025-08-30T01:25:00Z,3.752
2025-08-30T01:30:00Z,3.755
2025-08-30T01:35:00Z,3.75
2025-08-30T01:40:00Z,3.749
2025-08-30T01:45:00Z,3.742
2025-08-30T01:50:00Z,3.727
2025-08-30T01:55:00Z,3.717
2025-08-30T02:00:00Z,3.736
2025-08-30T02:05:00Z,3.745
2025-08-30T02:10:00Z,3.752
2025-08-30T02:15:00Z,3.757
2025-08-30T02:20:00Z,3.755
2025-08-30T02:25:00Z,3.762
2025-08-30T02:30:00Z,3.775
2025-08-30T02:35:00Z,3.771
2025-08-30T02:40:00Z,3.774
2025-08-30T02:45:00Z,3.772
2025-08-30T02:50:00Z,3.767
2025-08-30T02:55:00Z,3.77
2025-08-30T03:00:00Z,3.773
2025-08-30T03:05:00Z,3.779
2025-08-30T03:10:00Z,3.789
2025-08-30T03:15:00Z,3.804
2025-08-30T03:20:00Z,3.815
2025-08-30T03:25:00Z,3.812
2025-08-30T03:30:00Z,3.81
2025-08-30T03:35:00Z,3.817
2025-08-30T03:40:00Z,3.814
2025-08-30T03:45:00Z,3.813
2025-08-30T03:50:00Z,3.819
2025-08-30T03:55:00Z,3.819
2025-08-30T04:00:00Z,3.816
2025-08-30T04:05:00Z,3.818
2025-08-30T04:10:00Z,3.813
2025-08-30T04:15:00Z,3.812
2025-08-30T04:20:00Z,3.807
2025-08-30T04:25:00Z,3.808
2025-08-30T04:30:00Z,3.798
2025-08-30T04:35:00Z,3.795
2025-08-30T04:40:00Z,3.798
2025-08-30T04:45:00Z,3.802
2025-08-30T04:50:00Z,3.798
2025-08-30T04:55:00Z,3.797
2025-08-30T05:00:00Z,3.793
2025-08-30T05:05:00Z,3.8
2025-08-30T05:10:00Z,3.797
2025-08-30T05:15:00Z,3.801
2025-08-30T05:20:00Z,3.802
2025-08-30T05:25:00Z,3.803
2025-08-30T05:30:00Z,3.808
2025-08-30T05:35:00Z,3.816
2025-08-30T05:40:00Z,3.815
2025-08-30T05:45:00Z,3.811
2025-08-30T05:50:00Z,3.809
2025-08-30T05:55:00Z,3.804
2025-08-30T06:00:00Z,3.806
2025-08-30T06:05:00Z,3.809
